condition,factor,low,high,measure,effect,ci_low,ci_high,mean_at_low,mean_at_high,git_commit,git_dirty,run_date
calm,max_new_per_quarter,1,2,adopt_routing,0.03958333333333333,-0.31001530073105354,0.38918196739772026,5.766666666666667,5.80625,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,adopt_wh_robotics,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,adopt_blockchain,0.11666666666666667,0.0401916657429431,0.19314166759039025,0.025,0.14166666666666666,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,adopt_risk_intel,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,formed_dyad,0.0875,-0.005961674207226861,0.18096167420722686,0.22916666666666666,0.31666666666666665,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,formed_triad,-0.058333333333333334,-0.14648771995831106,0.02982105329164439,0.30416666666666664,0.24583333333333332,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,formed_chain,0.37916666666666665,0.23351102810673735,0.5248223052265959,1.1395833333333334,1.51875,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,formed_network,0.0,0.0,0.0,0.0,0.0,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,failed_acceptance,7.097916666666666,3.6990924611386187,10.496740872194714,132.20416666666668,139.30208333333334,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
calm,max_new_per_quarter,1,2,failed_budget,0.0,-0.006128140322110065,0.006128140322110065,0.0020833333333333333,0.0020833333333333333,3d553441c7e121e8a81599d0ee4248faba5bc26f,False,2026-09-25
